"collision_index","longitude","latitude","date","time","road_type","speed_limit","junction_detail","junction_control","pedestrian_crossing","light_conditions","weather_conditions","road_surface_conditions","carriageway_hazards","urban_or_rural_area","area"
"2009983116309",-3.835199,55.031303,"16/04/2009","16:24",6,60,0,-1,0,1,1,1,0,2,Dumfries and Galloway
"200097LA01803",-4.812879,56.053062,"07/03/2000","16:50",6,50,13,4,0,1,2,2,0,2,Strathclyde
"199501SV00173",,,"05/03/1995","23:55",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"199501RG00575",,,"19/10/1995","15:55",6,30,13,4,13,1,1,1,0,1,Metropolitan Police
"200201YR01091",-0.080219,51.59956,"07/12/2002","16:00",6,30,13,4,0,1,2,2,0,1,Metropolitan Police
"200001XH00333",-0.381711,51.55905,"13/04/2000","12:54",6,30,0,-1,13,1,1,2,0,1,Metropolitan Police
"200801WW50185",-0.185842,51.445488,"19/04/2008","14:28",2,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199701DP00595",,,"28/12/1997","00:20",6,30,16,2,15,4,1,1,0,1,Metropolitan Police
"201360P040415",-3.830558,53.30476,"16/03/2013","20:15",6,30,16,4,0,1,1,1,0,1,North Wales
"2017610043417",-2.947614,51.592815,"22/10/2017","17:30",6,30,0,-1,0,1,1,1,0,1,Gwent
"2007070700701",-2.906075,53.276443,"25/02/2007","16:00",6,30,16,2,15,1,1,2,0,1,Cheshire
"199504H019795",,,"30/05/1995","07:40",6,30,16,4,0,1,1,1,0,2,Lancashire
"200563BC11305",-4.18788,52.090725,"29/03/2005","11:35",6,30,13,4,0,1,1,1,17,2,Dyfed-Powys
"2017030143698",-2.90942,54.878902,"07/01/2017","07:00",6,30,0,-1,0,4,1,1,0,1,Cumbria
"200304B013903",-2.895081,54.038494,"03/03/2003","07:32",6,30,13,4,0,1,1,1,0,1,Lancashire
"200097XA00103",-4.68825,55.933235,"01/03/2000","08:30",6,30,0,-1,0,1,1,2,0,1,Strathclyde
"199797FB01504",,,"12/04/1997","17:55",6,30,13,4,0,1,1,1,0,1,Strathclyde
"1997610006997",,,"16/01/1997","23:05",1,30,0,4,0,4,1,2,0,1,Gwent
"201460R051073",-3.766201,53.29203,"07/04/2014","12:10",6,30,18,4,0,1,2,2,0,1,North Wales
"199862L015298",,,"26/06/1998","18:20",6,30,13,4,0,1,1,1,0,1,South Wales
"2010030001304",-2.766496,54.657997,"15/06/2010","03:27",6,30,0,-1,0,1,1,1,0,1,Cumbria
"199701JB00116",,,"14/02/1997","14:55",6,30,0,-1,15,1,1,1,0,1,Metropolitan Police
"200797AD02102",-4.360013,55.89125,"08/02/2007","16:20",1,30,0,4,0,1,1,2,0,1,Strathclyde
"2007620167133",-3.320433,51.627525,"27/05/2007","21:15",6,30,13,4,0,4,2,2,0,2,South Wales
"2020010238278",0.152797,51.447952,"24/02/2020","18:19",3,50,0,-1,0,4,1,1,0,1,Metropolitan Police
"200201EK00141",-0.118152,51.52374,"08/02/2002","11:45",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201301ZD30745",-0.10056,51.371296,"03/08/2013","03:20",6,30,0,-1,13,4,1,1,0,1,Metropolitan Police
"199501BH00252",,,"06/10/1995","12:50",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"1995030000400",,,"04/02/1995","19:20",6,30,16,4,0,4,1,2,0,1,Cumbria
"2000950002749",-2.297385,55.70631,"22/03/2000","06:15",6,60,0,-1,0,1,1,1,0,2,Lothian and Borders
"201897UD70406",-4.510046,55.49667,"08/06/2018","18:20",6,60,19,4,0,1,1,1,0,2,Strathclyde
"1997929704416",,,"07/10/1997","18:20",6,30,17,2,13,1,1,1,0,1,Grampian
"200697ED01801",-4.141505,55.861546,"16/01/2006","18:30",6,30,0,-1,0,4,5,2,0,1,Strathclyde
"2003600CO6019",-3.861513,53.067204,"20/05/2003","15:30",6,30,13,4,0,1,5,2,13,2,North Wales
"2021010292219",-0.125173,51.604324,"10/02/2021","14:29",6,20,13,4,0,1,1,1,0,1,Metropolitan Police
"199501ZM00712",,,"12/12/1995","18:55",6,30,0,-1,0,4,1,2,0,1,Metropolitan Police
"2000610026300",-3.240488,51.641617,"09/03/2000","13:50",6,30,13,4,13,1,1,1,0,1,Gwent
"2024010539395",-0.25355,51.55765,"23/10/2024","01:05",3,40,19,4,0,4,1,1,0,1,Metropolitan Police
"2019010202341",-0.108832,51.5221,"15/08/2019","19:01",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"199801QA00775",,,"12/11/1998","15:40",6,30,13,4,0,4,2,2,0,1,Metropolitan Police
"201201KF60665",0.021408,51.530586,"23/11/2012","17:20",6,30,13,2,15,4,1,2,0,1,Metropolitan Police
"200201JI01130",0.013826,51.600502,"13/12/2002","11:45",6,30,16,4,13,1,1,1,0,1,Metropolitan Police
"200901TC00107",0.068316,51.55711,"30/04/2009","12:20",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200601QA10220",-0.279499,51.610653,"24/05/2006","16:25",6,30,13,2,15,1,1,1,0,1,Metropolitan Police
"200101ZD00969",-0.112733,51.330303,"30/08/2001","11:05",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201301CW11632",-0.124878,51.50739,"20/11/2013","15:16",2,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2003030001740",-3.524994,54.60786,"23/05/2003","20:40",6,30,13,4,0,1,2,2,0,2,Cumbria
"2009960901011",-3.792187,56.017742,"28/04/2009","13:00",6,30,0,4,17,1,1,1,0,1,Central
"2019950000100",-3.151879,55.880787,"22/01/2019","18:40",6,20,13,4,0,4,1,1,0,1,Lothian and Borders
"2007920703403",-2.097138,57.14663,"13/10/2007","19:20",6,20,0,-1,0,4,1,1,17,1,Grampian
"199701FH00419",,,"29/08/1997","16:30",9,20,18,4,0,1,1,1,0,1,Metropolitan Police
"199901KD00412",0.171849,51.56513,"26/05/1999","17:16",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199901KD00529",0.212717,51.562836,"11/07/1999","20:27",6,30,13,2,15,1,1,1,0,1,Metropolitan Police
"2003070301855",-2.540255,53.189667,"01/04/2003","15:50",6,30,0,4,0,1,4,1,0,1,Cheshire
"2022991188038",-4.643801,56.068893,"15/06/2022","12:20",6,60,19,4,0,1,1,1,0,2,Police Scotland
"200497CA03702",-4.298286,55.902218,"21/02/2004","13:35",1,30,0,4,0,1,1,1,0,2,Strathclyde
"200297NC02704",-3.970464,55.945732,"20/04/2002","19:15",6,40,0,4,0,1,2,2,0,1,Strathclyde
"200497ND03206",-4.014055,55.819748,"22/06/2004","09:30",6,30,0,-1,14,1,1,1,0,1,Strathclyde
"200963CP00609",-4.889162,51.693195,"10/01/2009","11:00",6,60,0,-1,0,1,1,2,0,2,Dyfed-Powys
"200101HT00308",-0.057205,51.519596,"13/03/2001","16:13",6,30,0,4,0,1,1,1,0,1,Metropolitan Police
"201501HT20091",-0.044389,51.51314,"29/01/2015","08:30",6,30,13,4,14,1,1,1,0,1,Metropolitan Police
"200004F074200",-2.32549,53.72204,"14/12/2000","15:55",6,40,13,4,0,1,2,2,0,2,Lancashire
"2001950006645",-3.054231,55.941975,"29/07/2001","18:10",6,20,13,2,0,1,1,1,0,1,Lothian and Borders
"200197EC02608",-4.219752,55.882896,"29/08/2001","08:55",9,30,16,4,0,1,1,1,0,1,Strathclyde
"2022041216221",-2.252353,53.809467,"06/09/2022","11:15",3,70,0,-1,0,1,2,5,0,2,Lancashire
"200604EL06152",-2.408118,53.725563,"11/10/2006","15:30",6,50,0,-1,0,1,2,2,0,2,Lancashire
"199706A185797",,,"17/02/1997","11:40",3,30,13,2,0,1,2,2,0,1,Greater Manchester
"199806J224298",,,"22/04/1998","09:30",6,30,16,2,15,1,1,1,0,1,Greater Manchester
"1997050046055",,,"27/02/1997","16:46",6,30,13,4,14,1,4,2,0,1,Merseyside
"201001FH10112",-0.199163,51.47267,"23/02/2010","23:47",6,30,13,4,13,4,8,2,0,1,Metropolitan Police
"199801LX00063",,,"01/02/1998","15:15",6,30,16,2,15,1,1,1,0,1,Metropolitan Police
"199701JB00644",,,"05/08/1997","16:30",6,30,13,3,0,1,1,1,0,1,Metropolitan Police
"1999950006579",-2.952658,55.971912,"15/07/1999","15:10",6,30,13,4,0,1,1,1,0,2,Lothian and Borders
"200097QB04103",-4.038048,55.774868,"18/03/2000","10:30",3,30,19,2,0,1,1,1,0,1,Strathclyde
"200106K010731",-2.461549,53.566723,"29/09/2001","09:30",6,30,0,-1,0,1,1,1,0,1,Greater Manchester
"201306K076367",-2.438186,53.570675,"11/07/2013","14:00",6,30,13,4,0,1,1,1,0,1,Greater Manchester
"200206G009175",-2.114602,53.467243,"09/08/2002","08:50",6,30,16,2,0,1,2,2,0,1,Greater Manchester
"200001RY00351",0.153206,51.497307,"07/06/2000","21:08",1,50,0,4,0,4,1,1,0,2,Metropolitan Police
"2021010320724",-0.062647,51.36021,"24/07/2021","10:50",6,30,0,-1,17,1,1,1,0,1,Metropolitan Police
"200001FH00192",-0.198733,51.47995,"11/03/2000","19:45",1,30,0,4,0,4,1,1,0,1,Metropolitan Police
"200901LX50747",-0.116199,51.46975,"20/08/2009","13:54",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201401ZT80185",-0.167822,51.334778,"11/06/2014","07:27",6,30,0,4,0,1,1,1,0,1,Metropolitan Police
"199901AB00127",-0.153381,51.501007,"25/03/1999","15:15",3,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201060L116975",-3.546019,52.930576,"29/06/2010","14:39",6,60,0,-1,0,1,1,1,0,2,North Wales
"200363BC21103",-3.976743,52.51113,"03/10/2003","11:45",6,60,13,4,0,1,1,1,0,2,Dyfed-Powys
"2017010050269",-0.12573,51.528683,"18/07/2017","09:19",6,20,0,-1,99,1,1,1,99,1,Metropolitan Police
"200001ZD00206",-0.102313,51.37753,"31/01/2000","14:30",12,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201201YE80280",-0.064208,51.616116,"03/05/2012","07:39",2,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"1996076C31967",,,"02/12/1996","12:35",6,40,0,-1,0,1,1,1,0,1,Cheshire
"2007030000413",-3.513038,54.53179,"19/02/2007","17:12",6,60,0,-1,0,1,2,2,0,2,Cumbria
"1998929804407",,,"21/10/1998","17:10",6,30,13,4,0,1,1,1,0,1,Grampian
"2001940100811",-3.026486,56.188046,"16/02/2001","14:50",6,30,0,-1,0,1,1,1,0,1,Fife
"200797NA05302",-3.889635,55.890743,"19/02/2007","17:40",6,30,13,4,0,4,1,2,0,2,Strathclyde
"199962J026799",-4.003827,51.67981,"04/09/1999","17:30",1,30,0,4,0,1,1,1,0,2,South Wales
"200301RG00567",0.105744,51.505363,"10/08/2003","11:30",1,30,0,4,0,1,1,1,0,1,Metropolitan Police
"2022010372969",-0.21141,51.49509,"26/04/2022","18:00",6,20,13,2,15,1,1,1,0,1,Metropolitan Police
"199501WW00855",,,"19/12/1995","17:01",6,30,13,4,0,4,2,2,0,1,Metropolitan Police
"200901WW50274",-0.156552,51.465263,"17/04/2009","15:55",6,30,13,4,0,1,2,2,0,1,Metropolitan Police
"200204B040702",-3.039408,53.880127,"26/06/2002","18:30",6,30,13,4,14,1,1,1,0,1,Lancashire
"199797NC05504",,,"29/04/1997","18:00",3,70,0,4,0,1,1,1,0,1,Strathclyde
"2004610102804",-3.17249,51.78987,"18/09/2004","18:55",6,30,13,4,0,1,1,1,0,1,Gwent
"2018010139315",-0.211,51.545387,"15/10/2018","09:32",9,20,13,1,0,1,2,2,0,1,Metropolitan Police
"201401EK40621",-0.105776,51.51976,"04/08/2014","10:47",6,30,16,2,15,1,1,1,0,1,Metropolitan Police
"200501YE80618",-0.131799,51.648052,"20/07/2005","15:40",6,30,18,4,0,1,1,1,0,1,Metropolitan Police
"2021010350786",-0.44712,51.522522,"18/12/2021","05:50",6,30,16,2,15,4,8,1,0,1,Metropolitan Police
"199401JI00286",,,"18/05/1994","16:25",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201601HT20321",-0.074487,51.519974,"14/04/2016","21:03",6,20,0,-1,0,4,1,1,0,1,Metropolitan Police
"2000030000888",-3.563507,54.550205,"20/12/2000","11:26",6,60,0,-1,0,1,1,2,0,3,Cumbria
"199804B062798",,,"02/10/1998","13:15",6,30,18,4,0,1,1,1,0,1,Lancashire
"201163CP22711",-4.635554,51.76176,"07/10/2011","18:17",6,40,16,4,0,1,1,1,0,2,Dyfed-Powys
"2024622400841",-3.14904,51.497,"06/12/2024","07:35",6,20,13,4,13,1,1,1,0,1,South Wales
"2024010531953",-0.20791,51.58603,"12/09/2024","13:45",6,30,0,4,0,1,1,1,0,1,Metropolitan Police
"2024010539656",-0.25483,51.54079,"24/10/2024","13:45",6,30,-1,4,0,1,1,1,0,1,Metropolitan Police
"199801VW00051",,,"29/01/1998","08:15",6,30,16,4,0,7,9,1,0,1,Metropolitan Police
"2020010259177",-0.071829,51.524803,"29/07/2020","19:10",6,20,16,2,15,1,1,1,0,1,Metropolitan Police
"2003950004317",-3.05168,55.942356,"28/04/2003","10:00",6,30,0,-1,0,1,9,1,13,1,Lothian and Borders
"201363CP06213",-4.970576,51.754036,"01/05/2013","15:50",6,60,16,4,0,1,1,1,0,2,Dyfed-Powys
"2011610058911",-3.219628,51.55893,"21/09/2011","15:35",6,40,13,4,0,1,1,1,0,2,Gwent
"1999610001599",-2.937935,51.546864,"12/01/1999","22:30",6,60,0,-1,0,6,2,2,0,2,Gwent
"2021010339540",-0.186598,51.468468,"25/10/2021","03:40",6,20,13,4,0,4,1,1,0,1,Metropolitan Police
"200301TX01006",-0.410089,51.498203,"18/12/2003","22:10",1,40,0,2,15,4,1,1,0,1,Metropolitan Police
"200297QB07702",-4.052853,55.74712,"28/02/2002","06:30",6,60,0,-1,0,6,3,3,0,2,Strathclyde
"2000600CO9057",-3.526645,53.283955,"29/07/2000","12:08",6,60,0,-1,0,1,1,1,0,2,North Wales
"2005620139491",-3.315046,51.516087,"06/10/2005","18:45",6,60,13,4,0,4,1,2,0,2,South Wales
"200301HT00543",-0.017509,51.51093,"04/08/2003","08:00",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"201401MM70656",-0.06072,51.480988,"01/07/2014","12:57",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2020990947682",-4.813577,55.93804,"22/04/2020","18:45",6,30,0,-1,14,1,9,1,0,1,Police Scotland
"200197UA06205",-5.143807,55.574345,"31/05/2001","14:00",9,30,0,-1,0,1,1,1,0,2,Strathclyde
"200563AC26705",-4.007155,51.794228,"13/06/2005","13:24",6,60,0,-1,0,1,1,1,0,2,Dyfed-Powys
"199701EH00052",,,"26/02/1997","12:53",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201301XD80838",-0.305688,51.496834,"03/11/2013","18:33",6,30,13,4,13,4,9,1,0,1,Metropolitan Police
"199501YE00055",,,"25/01/1995","10:45",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201301VK30031",-0.298609,51.412197,"30/01/2013","22:45",6,30,13,2,15,4,1,1,0,1,Metropolitan Police
"201201KF60519",0.012902,51.543682,"08/09/2012","23:00",6,30,16,2,0,4,1,1,0,1,Metropolitan Police
"201601WW50366",-0.165634,51.472153,"18/04/2016","10:03",6,30,16,2,15,1,1,1,0,1,Metropolitan Police
"201301CW10254",-0.151025,51.48802,"07/02/2013","13:00",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201501CW10225",-0.154292,51.514652,"27/02/2015","12:55",2,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2014610068114",-3.007812,51.70479,"15/11/2014","14:21",6,60,0,4,0,1,1,1,0,2,Gwent
"201401ZD30589",-0.104895,51.388092,"27/06/2014","11:39",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"2017010031103",-0.094094,51.374664,"08/04/2017","22:36",6,30,13,2,15,4,1,1,0,1,Metropolitan Police
"199401XH00982",,,"18/10/1994","13:58",3,30,13,2,0,1,1,1,0,1,Metropolitan Police
"201101EO40210",-0.116764,51.536396,"13/05/2011","11:55",6,30,0,-1,15,1,1,1,0,1,Metropolitan Police
"199801BS00373",,,"25/05/1998","17:30",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2022010406174",-0.100217,51.454674,"23/10/2022","18:30",2,20,0,-1,15,4,2,2,0,1,Metropolitan Police
"2011030002000",-2.804257,54.733246,"20/09/2011","08:15",3,70,0,-1,0,1,1,1,17,2,Cumbria
"200404B042204",-2.930171,53.865925,"08/07/2004","22:55",6,60,19,4,0,6,1,2,0,2,Lancashire
"2016010026828",0.010067,51.47278,"29/10/2016","14:47",6,30,0,4,17,1,1,1,0,1,Metropolitan Police
"2018010150698",-0.231991,51.513603,"08/12/2018","02:16",3,20,19,4,0,4,1,2,0,1,Metropolitan Police
"2024010511652",0.00479,51.52798,"20/05/2024","23:00",6,20,0,-1,0,4,1,1,0,1,Metropolitan Police
"201001JI40157",0.084508,51.57364,"20/03/2010","10:30",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"199601HH00084",,,"02/03/1996","00:45",6,30,0,-1,13,4,1,1,0,1,Metropolitan Police
"199997UA01806",-4.608532,55.61145,"18/06/1999","16:00",6,30,0,-1,0,1,1,1,0,2,Strathclyde
"2007600FL6010",-3.028215,53.203987,"15/03/2007","14:55",6,30,19,4,0,1,1,1,0,1,North Wales
"199763A510197",,,"17/04/1997","16:20",6,30,0,-1,0,1,1,1,0,1,Dyfed-Powys
"199906M004671",-2.341619,53.41153,"29/09/1999","08:30",6,30,16,2,0,1,9,1,0,1,Greater Manchester
"200106M008139",-2.325049,53.467846,"20/08/2001","10:00",3,30,0,4,0,1,1,1,0,1,Greater Manchester
"200101GD00957",-0.069323,51.55343,"31/07/2001","06:05",6,30,0,4,13,1,1,1,0,1,Metropolitan Police
"200891NM14707",-3.815038,57.228058,"29/11/2008","11:30",6,60,19,4,0,1,8,2,0,2,Northern
"200797QA04305",-4.171693,55.758106,"28/05/2007","13:15",1,50,0,4,0,1,1,1,0,1,Strathclyde
"2002920204010",-3.04009,57.04991,"05/12/2002","11:15",6,30,0,-1,0,1,1,2,0,2,Grampian
"2007920702140",-2.450693,56.83781,"27/06/2007","10:00",3,70,0,-1,0,1,1,1,0,2,Grampian
"201097AB05306",-4.256953,55.865414,"25/06/2010","06:10",6,30,16,2,15,1,1,1,0,1,Strathclyde
"2024010539868",-0.28991,51.54116,"25/10/2024","05:00",2,30,-1,9,13,1,1,1,99,1,Metropolitan Police
"2017010047828",0.050448,51.419525,"11/07/2017","02:09",1,30,0,4,0,4,1,1,0,1,Metropolitan Police
"200801HT74999",-0.056992,51.51105,"26/09/2008","07:56",2,30,19,4,13,1,1,2,0,1,Metropolitan Police
"199601CX00394",,,"28/10/1996","14:30",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201404FL14021",-2.327671,53.714,"14/03/2014","10:00",3,70,0,-1,0,1,1,1,0,2,Lancashire
"200206C020296",-2.24898,53.391357,"26/10/2002","14:50",6,30,13,4,0,1,1,1,0,1,Greater Manchester
"201706E033465",-2.204612,53.432743,"04/08/2017","20:00",6,30,13,4,0,1,1,1,0,1,Greater Manchester
"200505DH00815",-2.617888,53.456894,"29/09/2005","16:30",6,30,13,4,0,1,1,1,0,1,Merseyside
"200301SX00419",-0.214989,51.57255,"29/03/2003","17:30",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2018010084782",-0.347389,51.53471,"17/01/2018","20:45",3,30,18,9,13,4,1,1,0,1,Metropolitan Police
"199601JC00267",,,"16/06/1996","23:00",6,30,0,-1,0,4,1,1,0,1,Metropolitan Police
"200291NJ02177",-3.117494,58.463177,"13/02/2002","19:20",6,60,0,-1,0,6,8,2,20,2,Northern
"2001620043983",-3.576088,51.50028,"12/08/2001","14:15",6,30,0,-1,0,1,1,1,0,1,South Wales
"199706P147097",,,"08/02/1997","11:50",6,30,13,4,0,1,1,1,0,1,Greater Manchester
"2022061195029",-2.17528,53.57171,"29/06/2022","14:30",1,30,0,-1,-1,1,1,-1,-1,1,Greater Manchester
"199501KG00321",,,"30/05/1995","18:10",6,30,0,-1,13,1,1,1,13,1,Metropolitan Police
"199901PY01151",0.018796,51.403023,"11/08/1999","14:50",3,30,0,-1,0,1,2,2,0,1,Metropolitan Police
"199501EK00069",,,"07/02/1995","23:15",6,30,16,4,0,4,2,2,0,1,Metropolitan Police
"2020010229892",-0.112963,51.380886,"11/01/2020","16:50",6,30,16,2,15,4,1,1,0,1,Metropolitan Police
"2016010004032",-0.201037,51.4763,"29/11/2016","17:30",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"200397CD07610",-4.169051,55.917053,"06/10/2003","23:30",6,60,0,-1,0,4,2,2,0,2,Strathclyde
"200201JI00157",0.020163,51.561096,"24/02/2002","13:47",6,30,18,4,0,1,2,2,20,1,Metropolitan Police
"199501WW00079",,,"03/03/1995","08:05",6,30,13,4,0,1,1,2,0,1,Metropolitan Police
"2000950010909",-3.175598,55.89981,"27/11/2000","01:18",6,60,0,-1,0,4,1,2,0,1,Lothian and Borders
"199901YF00797",-0.046887,51.642715,"25/11/1999","12:00",6,30,13,4,0,1,1,2,0,1,Metropolitan Police
"200801TX20524",-0.385862,51.433575,"25/07/2008","15:20",1,30,0,4,0,1,1,1,0,1,Metropolitan Police
"201001TB00676",-0.104508,51.428734,"17/10/2010","15:54",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"201301JI40291",0.037629,51.59353,"12/06/2013","09:10",3,30,0,4,0,1,1,1,0,2,Metropolitan Police
"199501MM00373",,,"07/09/1995","13:25",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200197QA00102",-4.182605,55.76798,"01/02/2001","15:15",6,40,0,-1,0,1,2,2,0,1,Strathclyde
"2018950001041",-3.571939,55.910507,"03/08/2018","13:30",6,60,18,4,0,1,1,1,0,2,Lothian and Borders
"2000930001974",-2.827153,56.739754,"26/06/2000","23:00",6,60,0,-1,0,6,1,1,0,2,Tayside
"200001PY01055",0.04044,51.382145,"31/10/2000","17:15",6,30,13,4,0,4,1,1,0,2,Metropolitan Police
"2019010218630",-0.381537,51.541084,"14/11/2019","19:00",9,20,-1,9,0,1,1,1,0,1,Metropolitan Police
"199601RA00066",,,"08/02/1996","11:35",6,30,13,4,0,1,1,1,0,1,Metropolitan Police
"200701GD66117",-0.077209,51.53063,"08/08/2007","16:10",6,30,16,2,0,1,1,1,0,1,Metropolitan Police
"200901LX50813",-0.130181,51.423573,"10/09/2009","09:30",3,30,13,4,0,1,1,1,0,1,Metropolitan Police
"199901PL00065",-0.042052,51.489758,"09/02/1999","07:40",6,30,0,-1,0,1,1,2,0,1,Metropolitan Police
"1996030003270",,,"22/11/1996","20:13",3,70,0,-1,0,6,1,4,20,2,Cumbria
"200104C027201",-2.676504,53.68588,"07/04/2001","15:40",6,60,18,4,0,1,2,2,0,2,Lancashire
"2022041143118",-2.694727,53.7637,"11/01/2022","17:17",6,30,16,3,0,4,1,1,0,1,Lancashire
"199762B022697",,,"27/04/1997","17:30",6,40,18,4,0,1,8,2,0,2,South Wales
"201101SX20779",-0.197155,51.603844,"01/08/2011","20:05",6,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"201601YR90212",-0.071396,51.58629,"06/02/2016","18:13",3,30,19,2,15,4,1,1,0,1,Metropolitan Police
"200301TC00395",-0.043808,51.58664,"15/08/2003","05:08",6,30,18,4,0,1,1,1,0,1,Metropolitan Police
"199601JO00431",,,"12/11/1996","12:00",6,60,0,-1,0,1,2,2,0,2,Metropolitan Police
"2001930003584",-3.358781,56.52125,"10/12/2001","13:35",6,60,0,-1,0,1,1,4,0,2,Tayside
"201260N159248",-3.452207,53.26079,"24/09/2012","08:25",1,30,0,4,0,1,2,2,0,2,North Wales
"199804E094198",,,"04/10/1998","02:02",6,30,13,4,0,4,1,1,0,1,Lancashire
"200304C103703",-2.707572,53.66943,"03/12/2003","14:37",6,60,0,-1,0,1,1,2,0,2,Lancashire
"2023041272505",-3.037862,53.90283,"05/02/2023","08:00",6,30,0,-1,0,1,1,1,0,1,Lancashire
"200597KC01405",-4.755812,55.94433,"08/05/2005","19:00",6,30,0,-1,0,1,1,1,0,1,Strathclyde
"201704SA17571",-2.792682,53.761673,"16/11/2017","15:00",6,20,0,-1,0,1,1,1,0,2,Lancashire
"2015051502240",-2.963691,53.43924,"18/09/2015","17:00",6,20,0,-1,0,1,1,1,0,1,Merseyside
"2019010221662",-0.251347,51.53919,"29/11/2019","16:02",6,20,0,-1,0,1,1,1,0,1,Metropolitan Police
"2019010177352",-0.090477,51.37492,"27/04/2019","00:53",6,20,19,4,15,4,1,2,0,1,Metropolitan Police
"199701YE00807",,,"13/12/1997","22:40",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"199601RG00331",,,"01/07/1996","09:08",3,50,0,-1,0,1,1,1,0,1,Metropolitan Police
"199501QA00278",,,"05/05/1995","23:20",6,30,13,4,0,4,1,1,0,1,Metropolitan Police
"201401JC30759",-0.0012,51.60031,"22/10/2014","09:27",6,30,0,-1,13,1,1,1,0,1,Metropolitan Police
"199501DP00076",,,"11/03/1995","21:22",6,30,13,4,0,4,2,2,0,1,Metropolitan Police
"199501CD00306",,,"19/09/1995","08:50",12,30,0,-1,0,1,1,1,0,1,Metropolitan Police
"2014921400669",-3.008037,57.60522,"05/06/2014","07:30",6,60,0,-1,0,1,2,2,0,2,Grampian
"1996600DE4117",,,"19/11/1996","18:15",3,70,0,-1,0,6,3,3,17,2,North Wales
"201301EK40067",-0.179661,51.546562,"16/02/2013","13:25",6,30,13,2,15,1,1,1,0,1,Metropolitan Police
"199601QA00419",,,"26/06/1996","15:30",6,30,16,2,0,1,1,1,0,1,Metropolitan Police
"199501TD00855",,,"14/12/1995","18:35",6,30,17,2,15,4,4,1,0,1,Metropolitan Police
"199601TD00162",,,"05/03/1996","10:50",3,40,0,4,13,1,1,1,0,1,Metropolitan Police
"201601CW10190",-0.129199,51.507458,"28/02/2016","03:38",6,30,13,4,13,4,1,1,0,1,Metropolitan Police
"199601SA00986",,,"06/12/1996","20:20",3,70,0,-1,0,4,1,1,0,2,Metropolitan Police
"200404F033804",-2.26708,53.783573,"19/05/2004","19:50",6,30,13,4,0,1,1,1,0,1,Lancashire
"2013950004139",-3.096332,55.93376,"13/08/2013","11:05",6,50,0,-1,0,1,1,1,0,1,Lothian and Borders
"199797KA07803",,,"28/03/1997","13:50",6,30,13,4,0,1,1,1,0,1,Strathclyde
"1996600AN5053",,,"05/12/1996","14:10",6,30,0,-1,0,1,1,2,0,2,North Wales
"2017010028623",-0.178591,51.493813,"28/03/2017","21:43",6,30,16,2,15,4,2,2,0,1,Metropolitan Police
"201001LX50597",-0.124534,51.48418,"02/07/2010","07:30",2,30,16,2,15,1,1,1,0,1,Metropolitan Police
"200701KF68454",0.058672,51.5544,"09/12/2007","22:35",3,30,13,2,12,4,1,1,0,1,Metropolitan Police
"2019930936165",-2.986458,56.48888,"04/11/2019","09:15",6,30,13,4,0,1,2,2,0,1,Tayside
"2000940003549",-3.183975,56.205776,"02/10/2000","12:00",6,30,0,-1,0,1,1,1,0,1,Fife
"2008940800380",-3.37982,56.13321,"11/02/2008","20:50",6,30,0,-1,0,4,1,2,0,2,Fife
"199901BS00493",-0.198731,51.50558,"19/08/1999","14:45",6,30,13,4,13,1,1,1,0,1,Metropolitan Police
"2017010056098",-0.024201,51.58268,"26/08/2017","15:13",6,20,18,4,0,1,1,1,0,1,Metropolitan Police
"199697UC90110",,,"03/10/1996","02:45",6,30,19,4,0,4,1,2,0,2,Strathclyde
